14,39,26,39,26,26,26,14
14,39,14,39,26,26,26,14
23,39,14,33,26,16,22,3
23,39,14,33,26,16,42,3
14,39,16,26,26,14,26,14
14,39,23,23,26,16,33,14
14,39,23,33,26,16,22,14
14,39,22,33,26,16,23,14
14,33,16,16,26,39,16,39
14,39,23,26,26,14,39,14
14,39,23,33,26,16,23,16
16,39,14,33,26,16,14,14
16,39,14,33,26,23,23,14
23,39,14,16,26,14,16,16
26,39,26,33,26,33,26,14
14,39,23,33,26,4,16,20
16,39,14,14,26,16,14,14
14,26,14,39,26,23,26,16
14,39,14,33,26,33,26,16
14,39,2,33,26,16,23,26
14,39,14,26,26,16,14,14
16,39,14,33,26,16,23,14
14,39,14,39,26,23,23,16
26,39,14,23,26,16,16,26
23,39,14,33,26,23,26,14
14,39,39,33,26,14,23,23
14,39,14,26,26,16,23,16
22,39,14,33,26,16,23,16
16,39,14,33,26,23,16,22
14,39,23,33,26,16,23,23
14,39,26,33,26,26,26,14
14,39,14,33,26,20,23,16
14,39,16,26,26,16,16,14
23,39,16,33,26,14,22,20
23,39,14,26,26,14,26,16
16,39,14,33,26,23,39,16
16,39,14,26,26,14,33,23
14,39,14,39,26,16,26,14
14,39,16,26,26,14,39,14
16,39,14,33,26,23,14,22
16,39,16,26,26,23,14,16
14,39,26,39,26,16,26,14
16,39,16,33,26,23,14,16
14,39,16,16,26,16,23,16
14,39,16,16,26,16,16,16
16,39,14,26,26,14,16,23
26,39,14,33,26,14,16,14
16,39,14,33,26,23,14,16
23,39,14,33,26,23,16,14
23,39,14,16,26,16,16,16
14,39,14,33,26,23,39,23
14,39,3,33,26,16,23,16
14,39,14,33,26,16,26,14
23,39,14,26,26,16,16,16
23,39,14,33,26,23,16,22
16,39,33,33,26,16,14,14
14,39,23,39,26,16,26,14
14,39,14,33,26,26,16,16
23,39,16,14,26,16,23,16
14,39,14,33,26,16,14,16
16,39,14,33,26,23,16,16
16,39,14,26,26,23,39,16
14,39,14,33,26,22,23,16
23,39,16,39,26,16,14,14
16,39,33,33,26,22,23,14
14,39,26,33,2,23,26,16
16,39,14,26,26,16,23,14
14,39,14,33,26,14,23,14
14,39,22,33,26,23,26,16
16,39,14,16,26,16,14,14
23,39,39,33,26,14,14,14
14,39,16,33,26,26,26,16
14,39,14,33,26,23,14,16
14,39,16,16,26,16,23,14
14,39,16,33,26,23,39,16
14,39,14,26,26,16,26,14
14,39,14,33,26,16,23,16
16,39,14,26,26,14,23,14
14,39,16,26,26,16,16,16
14,39,14,26,26,23,23,16
14,39,23,33,26,16,23,14
16,26,23,39,26,39,16,14
14,39,16,33,26,16,23,14
23,39,14,26,26,16,23,16
14,39,3,33,26,16,23,26
14,39,14,14,26,16,23,26
23,39,16,39,26,14,14,14
14,39,3,33,26,16,23,14
14,39,16,14,26,16,14,16
14,39,16,33,26,14,16,23
14,39,14,39,26,23,14,16
14,39,14,39,16,26,14,14
14,39,14,33,26,26,16,23
14,39,16,33,26,14,16,16
14,39,23,33,26,23,26,14
14,39,23,33,26,23,26,16
16,39,14,26,26,14,16,33
23,39,14,33,26,3,16,14
14,33,14,39,26,26,23,16
14,39,26,26,26,14,16,14
14,39,16,16,26,14,16,14
33,39,16,33,26,16,26,14
14,39,23,14,26,14,23,16
14,39,16,33,26,26,16,16
14,39,16,33,26,33,26,16
16,39,14,33,26,16,23,20
14,39,16,33,26,16,23,26
14,39,14,33,26,23,16,16
26,39,14,33,26,16,23,16
14,39,14,26,26,16,14,16
23,39,14,16,26,14,26,16
14,39,14,33,26,23,23,16
26,39,16,39,26,14,23,14
16,39,14,33,26,16,23,22
14,39,16,33,26,16,26,14
14,39,14,33,26,26,14,16
14,39,16,26,26,16,26,14
14,39,14,16,39,26,16,14
14,39,23,39,26,16,26,16
23,39,14,33,26,14,16,14
14,39,14,33,26,14,16,16
4,36,23,33,26,39,16,14
14,39,23,33,26,4,16,39
14,39,14,39,26,14,26,16
16,39,14,26,26,16,16,14
3,39,23,33,26,36,16,14
14,39,14,26,26,16,23,14
14,39,14,33,26,26,23,16
14,39,26,33,26,33,26,14
14,39,16,39,26,14,14,14
14,39,16,33,33,16,26,14
14,39,14,14,26,16,26,16
14,39,23,26,26,16,33,14
16,39,14,14,26,16,23,16
14,39,16,26,26,16,26,16
16,39,16,39,26,26,14,14
14,39,2,33,26,16,23,14
14,39,16,33,26,23,26,14
16,39,14,39,26,14,26,16
14,39,22,33,26,16,23,26
14,39,14,16,26,16,16,14
23,39,14,33,26,16,42,2
14,39,16,16,26,16,16,14
14,39,23,33,26,16,23,4
23,39,16,26,26,16,26,14
14,39,14,33,26,16,23,14
14,39,16,26,26,14,16,16
14,39,14,39,26,23,26,16
16,39,14,39,26,16,23,16
16,39,16,39,26,14,26,23
14,39,23,39,26,14,23,16
14,39,39,33,26,16,23,16
23,39,14,26,26,16,26,14
23,39,16,26,26,14,39,14
16,39,14,14,26,16,23,26
23,39,14,33,26,22,16,14
14,39,23,39,26,14,16,16
14,39,23,26,26,23,26,14
14,39,16,23,26,16,26,23
16,39,14,33,26,14,14,14
23,39,14,33,26,14,33,23
16,39,16,33,26,16,14,14
14,39,14,33,26,14,16,14
14,39,16,39,26,16,26,14
14,39,14,26,26,16,16,14
14,39,14,16,26,16,16,16
16,39,14,33,26,23,16,39
23,39,14,33,26,16,14,14
14,39,23,33,26,16,23,26
16,39,16,33,26,14,23,20
14,39,14,33,26,16,16,14
14,39,23,33,26,14,23,16
14,39,14,39,26,16,26,16
14,39,16,33,26,26,16,23
14,39,14,23,26,26,26,14
16,39,23,33,26,14,23,14
14,39,33,33,26,20,23,16
23,39,14,39,26,16,23,23
14,39,23,33,26,16,16,14
23,39,14,33,26,26,16,16
14,39,23,20,26,16,20,33
14,39,14,33,26,23,16,14
14,39,16,33,26,16,26,16
23,39,23,33,26,23,16,14
14,39,23,16,26,23,39,14
14,39,14,26,26,26,26,14
14,39,16,14,26,16,23,26
16,39,14,33,26,14,23,14
20,39,23,33,26,16,22,14
26,39,16,23,26,14,23,14
14,39,23,39,26,14,26,16
16,39,14,33,26,23,8,16
14,39,14,39,26,26,26,16
16,39,14,33,26,16,23,16
14,39,39,33,26,14,23,16
14,39,14,16,26,14,39,16
16,39,14,33,26,14,14,16
14,39,14,26,26,26,39,16
22,39,14,33,26,23,16,14
14,39,14,33,26,26,16,14
