3,3,9,9,9,9,2,43,43,43,16,8,8,8,20,20,3,14,8,14,20,2,2,2,2,23,23,23,23,23,26,23,3,3,3,39,39,33,33,33
4,11,9,9,9,9,9,43,46,44,16,6,8,15,17,17,19,12,10,14,20,1,2,2,2,25,23,24,21,22,26,0,3,3,3,28,36,35,33,39
3,3,9,9,9,9,2,43,43,43,16,8,8,8,20,20,3,14,8,14,20,2,2,2,2,23,23,23,23,23,26,23,3,3,3,39,39,33,26,33
4,11,9,9,9,9,9,43,46,44,16,6,8,15,17,17,19,12,10,14,20,1,1,2,2,25,23,24,21,22,26,0,3,3,3,28,36,35,33,39
4,14,9,9,9,9,9,43,46,47,16,14,8,17,17,17,19,12,8,14,20,2,2,2,2,25,23,24,21,22,26,0,3,3,9,28,36,35,33,39
4,11,9,9,9,9,9,43,46,47,16,14,8,8,17,17,19,12,14,14,20,2,2,2,2,25,23,24,21,22,26,0,3,3,9,28,36,35,33,39
4,11,9,9,9,9,9,43,46,44,16,8,8,8,20,17,19,12,14,14,20,2,2,2,2,25,23,24,21,22,26,0,3,3,9,41,36,35,33,39
4,4,9,9,9,9,9,43,46,44,16,14,8,8,17,17,19,12,8,11,20,1,2,2,1,25,23,24,21,22,26,0,3,3,9,28,36,35,33,39
4,11,9,9,9,9,9,43,46,44,16,14,8,15,17,17,19,12,8,14,20,1,1,2,2,25,23,24,21,22,26,0,3,3,9,28,36,35,33,39
4,11,9,9,9,9,9,43,46,44,16,14,8,8,19,17,20,12,8,14,20,1,2,2,2,25,23,24,21,22,26,0,3,3,3,28,36,35,33,39
4,11,9,9,9,9,9,43,46,44,16,6,8,15,17,17,19,12,8,14,20,1,1,2,2,25,23,24,21,22,26,0,3,3,3,28,36,35,33,39
4,11,9,9,9,9,9,43,46,44,16,8,8,15,17,17,19,12,8,14,20,2,1,2,2,25,23,24,21,22,26,0,3,3,9,28,36,35,33,39
4,2,9,9,9,9,9,43,43,43,16,14,8,8,8,17,19,12,8,14,20,2,2,2,2,25,23,23,21,22,26,24,0,3,27,42,36,35,33,39
4,3,9,9,9,9,9,43,43,43,16,9,8,8,14,20,19,12,8,14,20,2,2,2,2,25,23,23,21,22,26,24,0,0,27,42,36,35,33,39
4,11,9,9,9,9,9,43,46,44,16,6,8,19,17,17,19,12,10,14,20,1,1,2,2,25,23,24,21,22,26,0,3,3,3,28,36,35,33,39
4,4,9,9,9,9,9,43,43,43,16,8,8,8,20,20,2,14,8,14,20,2,2,2,2,21,23,23,22,22,26,26,3,3,4,42,36,35,33,39
4,9,9,9,9,9,9,43,43,43,16,8,9,8,20,20,4,14,8,14,20,2,2,2,2,23,23,23,22,22,26,20,3,3,3,42,36,35,33,39
4,3,9,9,9,9,9,43,43,43,16,14,8,8,8,17,19,12,8,14,20,2,2,2,2,25,23,23,21,22,26,24,0,3,28,42,36,35,33,39
4,4,9,9,9,9,9,43,46,44,16,8,8,8,19,17,17,12,12,14,20,2,2,2,2,25,23,24,21,22,26,0,3,3,3,41,36,35,33,39
4,2,9,9,9,9,9,43,43,43,16,8,8,8,20,20,20,14,8,14,20,2,2,2,2,25,23,26,22,22,26,22,3,3,4,42,36,35,33,39
4,3,9,9,9,9,9,43,43,43,16,16,8,8,20,20,4,12,8,14,20,2,2,2,2,23,23,23,22,22,26,27,3,3,3,42,36,35,33,39
4,3,9,9,9,9,9,43,43,43,16,16,8,8,20,20,4,12,8,14,14,2,2,2,2,23,23,23,22,22,26,27,3,3,3,42,36,35,33,39
4,12,9,9,9,9,4,43,43,43,16,8,8,8,20,20,19,14,8,14,20,2,2,2,2,22,23,23,21,22,26,26,3,3,4,42,36,35,33,39
4,3,9,9,9,9,9,43,43,43,16,9,8,8,20,20,19,12,8,14,20,2,2,2,2,25,23,23,22,22,26,22,19,3,4,42,36,35,33,39
4,12,9,9,9,9,9,43,43,43,16,9,8,8,20,20,19,14,8,14,20,2,2,2,0,22,23,23,21,22,26,26,3,3,4,42,36,35,33,39
4,2,9,9,9,9,9,43,43,43,16,9,8,8,20,20,19,14,8,14,20,2,2,2,2,24,23,23,21,22,26,23,3,3,0,42,36,35,33,39
4,3,9,9,9,9,9,43,43,43,16,9,8,8,19,19,19,12,8,14,20,2,2,2,2,21,23,23,21,22,26,25,2,3,24,42,36,35,33,39
4,2,9,9,9,9,9,43,43,43,16,9,8,8,20,20,19,12,8,14,20,2,2,2,2,21,23,26,22,24,26,25,3,3,0,42,36,35,33,39
4,3,9,9,9,9,9,43,43,43,16,8,8,8,19,19,19,12,8,14,20,2,2,2,2,21,23,23,21,22,26,25,3,3,24,42,36,35,33,39
2,3,9,9,9,9,9,43,43,43,16,9,8,8,20,20,16,14,8,14,20,2,2,2,2,20,23,23,22,22,26,26,3,3,3,43,33,33,33,39
4,2,9,9,9,9,9,43,43,43,16,9,8,8,8,20,19,12,8,14,20,2,2,2,2,25,23,23,21,22,26,24,0,3,28,42,36,35,33,39
4,2,9,9,9,9,9,43,43,43,16,9,8,8,19,20,19,12,8,14,20,2,2,2,2,21,23,26,22,24,26,25,3,3,0,42,36,35,33,39
2,3,9,9,3,9,9,43,43,43,16,9,8,8,20,20,20,14,8,14,20,2,2,2,2,23,23,23,22,22,26,22,3,3,2,43,39,35,33,39
2,3,9,9,9,9,9,43,43,43,16,8,8,8,20,20,2,14,8,14,20,2,2,2,2,20,23,23,22,22,26,26,3,3,3,43,33,33,33,39
3,2,9,9,9,9,9,43,43,43,16,9,9,8,20,20,20,14,8,14,20,2,2,2,2,22,23,23,22,22,26,22,3,3,3,39,39,35,33,36
