4,39,23,14,14,4,23,26,39,23,26,23,4,4,14,39
4,39,22,8,14,16,20,33,35,36,26,23,21,3,2,42
23,39,23,4,14,4,23,23,39,23,26,23,4,4,14,39
4,39,20,22,14,16,19,33,35,36,26,23,2,8,3,42
4,39,23,23,14,16,23,33,16,39,26,23,4,4,4,39
4,39,23,26,14,16,23,33,14,39,26,23,4,4,16,42
4,39,23,26,14,16,23,33,39,23,26,23,2,4,4,39
4,39,23,20,14,16,23,33,16,39,26,23,4,4,4,42
4,39,20,22,14,16,22,33,35,36,26,23,2,8,3,42
2,39,16,26,14,16,23,33,35,36,26,23,2,2,2,42
4,39,26,23,14,16,23,33,35,33,26,23,4,4,4,42
4,39,22,22,14,3,23,33,16,39,26,4,3,8,4,42
2,39,16,26,14,16,26,33,35,36,23,23,2,2,2,42
4,39,20,16,14,16,23,33,35,39,26,23,4,8,2,39
4,39,26,16,14,4,23,33,36,16,26,2,3,8,2,42
4,39,23,23,14,4,23,33,39,23,26,23,4,4,4,39
4,39,22,36,14,16,23,33,35,36,26,23,3,4,3,42
2,39,33,26,14,16,22,33,35,36,26,23,3,8,2,42
4,39,3,16,14,16,22,33,20,36,26,23,3,8,2,42
3,39,22,26,14,16,23,33,35,36,26,23,2,4,4,42
4,39,23,26,14,33,23,33,14,14,26,23,4,4,4,39
4,39,23,23,14,16,23,33,26,39,26,23,4,4,4,39
4,39,22,8,14,16,20,33,35,36,26,23,2,3,2,42
4,39,14,16,14,16,23,33,35,36,26,20,2,8,3,42
4,39,22,23,14,16,22,33,35,36,26,22,3,3,3,42
3,39,20,26,14,16,23,33,35,39,26,23,3,2,2,42
4,39,35,26,14,16,23,33,36,36,23,23,2,2,2,42
4,39,23,14,14,16,23,33,39,36,26,22,2,4,4,42
4,39,22,16,14,16,36,33,35,42,26,23,4,3,2,42
3,39,20,20,14,16,23,33,35,36,26,23,2,2,3,42
2,39,26,22,14,16,23,33,35,36,26,23,2,4,3,42
3,39,4,23,14,16,35,33,35,36,26,22,2,4,3,42
4,39,22,26,14,16,22,33,39,36,26,23,4,3,3,42
4,39,22,26,14,16,23,33,35,36,26,23,2,3,2,42
4,39,22,26,14,16,23,33,35,36,26,23,3,2,3,42
2,39,23,2,14,16,23,33,35,39,26,23,3,4,2,42
2,39,16,23,14,16,23,33,35,36,26,22,3,2,2,42
3,39,20,16,14,8,22,33,35,36,26,23,2,4,3,42
3,39,20,23,14,16,23,33,35,36,26,22,4,2,3,42
4,39,23,22,14,16,23,33,23,42,26,23,3,4,2,42
4,39,20,22,14,3,23,33,16,36,26,4,3,4,4,42
3,39,20,23,14,16,22,33,35,36,26,23,3,4,14,42
3,39,26,26,14,16,22,33,35,36,26,23,2,8,4,42
