42,33,33,42,4,23,20,33,42,23,14,20,4,42,26,39,20,20,22,14,39,20,20,20,4,42,8,14,4,39,22,16,42,22,16,23,8,33,16,20
42,33,33,42,4,23,20,33,42,23,16,22,4,42,26,39,20,20,22,14,39,20,20,20,4,42,8,14,4,39,22,16,42,22,16,23,8,33,16,20
45,31,40,41,0,24,26,27,37,23,12,25,4,36,28,35,39,19,30,3,47,34,43,20,2,42,8,14,17,18,6,16,44,22,1,21,9,33,46,32
45,31,40,41,0,24,26,27,37,23,12,25,4,36,28,35,39,19,29,3,47,34,43,20,2,42,8,14,17,18,6,16,44,22,1,21,9,33,46,32
42,33,33,39,4,23,20,33,42,23,14,22,4,42,26,36,20,35,22,3,39,20,20,20,4,42,8,14,2,39,8,16,42,22,16,26,20,33,16,23
42,8,39,42,14,23,26,33,42,23,39,24,4,36,26,35,33,24,22,3,36,20,16,20,4,42,8,14,2,24,3,16,42,22,42,23,8,33,42,24
42,33,33,39,4,23,20,33,42,23,14,22,4,42,26,36,20,35,22,3,39,20,20,20,4,42,8,14,2,39,8,16,42,22,16,26,20,33,16,19
42,9,39,42,2,24,26,26,42,23,16,23,4,33,26,35,33,39,22,3,36,20,16,20,4,42,8,14,2,33,2,16,42,22,42,23,8,33,42,24
42,9,39,42,2,24,26,26,42,23,16,24,4,33,26,35,33,39,22,3,36,20,16,20,4,42,8,14,2,33,2,16,42,22,42,23,8,33,42,24
42,26,39,42,2,24,27,26,42,23,39,24,4,36,26,35,33,25,22,3,36,20,14,20,4,42,8,14,2,25,3,16,42,22,42,23,8,33,42,24
45,31,39,41,0,24,26,27,41,23,12,25,3,36,28,35,40,19,36,3,47,34,43,20,2,42,8,14,17,31,4,16,44,22,43,21,9,33,46,32
45,31,39,41,0,24,26,27,42,23,12,25,4,36,28,35,40,19,21,3,47,34,43,20,2,42,8,14,17,37,4,16,44,22,42,21,9,33,46,32
42,33,39,42,3,24,24,28,42,23,39,24,4,36,26,35,33,24,22,3,36,20,16,20,3,42,8,14,2,25,3,16,42,22,42,23,8,33,42,23
43,26,39,42,3,26,26,27,42,23,14,26,4,36,28,35,36,26,22,3,36,20,43,20,3,42,8,14,2,36,2,16,43,22,43,23,26,33,43,24
42,33,33,39,4,23,20,33,42,23,16,22,4,42,26,36,20,20,22,14,39,20,20,20,4,42,8,14,4,39,16,16,42,22,16,23,8,33,16,20
45,31,39,41,0,24,26,27,42,23,12,25,4,36,28,35,40,19,40,3,47,34,43,20,2,39,8,14,17,24,1,16,44,22,22,21,9,33,46,32
45,31,39,40,0,24,26,27,37,23,12,25,4,36,28,35,40,19,41,3,47,34,43,20,2,42,8,14,17,30,9,16,44,22,36,21,9,33,46,32
45,31,39,41,0,24,26,27,42,23,12,25,4,36,28,35,40,19,3,3,47,34,43,20,2,26,8,14,17,18,10,16,44,11,22,21,9,33,46,32
45,31,39,40,0,24,26,27,37,23,12,25,4,36,28,35,40,19,41,3,47,34,43,20,2,42,8,14,17,30,9,16,44,22,35,21,9,33,46,32
43,26,39,44,3,26,26,27,42,23,14,27,4,36,27,35,36,33,22,3,35,24,43,20,25,42,8,14,2,44,3,16,44,22,44,22,27,33,43,25
42,26,39,42,2,24,27,26,42,23,39,24,4,36,26,35,33,25,22,3,36,20,14,20,3,42,8,14,2,25,3,16,42,22,28,23,8,33,42,24
45,31,39,41,0,24,26,27,42,23,12,25,4,36,28,35,40,19,37,3,47,34,43,20,2,29,8,14,17,18,6,16,44,22,22,21,9,33,46,32
45,31,39,41,0,24,26,27,42,23,12,25,4,36,28,35,40,19,2,3,47,34,43,20,2,26,8,14,17,18,10,16,44,11,22,21,9,33,46,32
44,31,39,42,0,36,26,27,41,23,22,25,4,36,28,35,39,12,21,3,47,19,43,20,2,41,8,14,2,28,4,16,44,22,43,24,9,33,46,32
42,19,39,41,0,24,26,25,42,23,12,25,4,36,27,35,47,22,20,3,46,22,43,20,2,41,8,14,19,28,0,16,44,22,44,21,9,33,46,32
42,33,33,39,4,23,20,35,42,23,14,22,4,42,26,36,20,20,22,14,39,20,20,20,4,42,8,14,4,39,16,16,42,22,16,23,8,33,16,20
42,33,33,42,4,23,20,35,42,23,16,22,4,42,26,39,20,20,22,14,39,20,20,20,4,42,8,14,4,39,16,16,42,22,16,23,8,33,16,20
41,3,39,42,2,24,26,26,42,23,12,23,4,33,26,35,33,16,22,3,36,20,42,20,4,19,8,14,26,33,4,16,42,22,42,21,8,33,41,23
43,26,39,42,3,22,26,35,42,23,14,27,4,36,27,35,36,33,21,3,36,25,43,20,26,42,8,14,2,43,2,16,43,22,43,23,28,33,43,24
45,31,39,41,0,24,26,27,42,23,12,25,4,36,28,35,40,19,1,3,47,34,43,20,2,30,8,14,17,18,10,16,44,22,22,21,9,33,46,32
44,42,39,41,0,24,26,27,41,23,12,25,4,36,28,35,39,19,21,3,47,34,43,20,2,42,8,14,24,21,3,16,41,22,28,24,9,33,46,32
45,27,39,41,0,24,26,27,41,23,12,25,4,36,28,35,36,19,21,3,47,34,43,20,2,42,8,14,25,28,3,16,44,22,24,21,9,33,46,32
43,26,39,44,3,26,26,27,42,23,14,27,4,36,27,35,36,33,21,3,36,25,43,20,26,42,8,14,2,44,2,16,43,22,43,23,28,33,43,24
42,8,39,42,14,23,25,27,42,23,39,24,4,36,26,35,36,24,19,3,36,20,16,20,0,42,8,14,2,22,4,16,39,22,42,25,8,33,42,32
45,31,39,41,0,24,26,27,41,23,12,24,4,36,27,35,39,19,21,3,47,34,43,20,2,42,8,14,25,28,3,16,44,22,24,21,9,33,46,32
45,33,39,41,0,24,26,27,42,23,12,25,4,36,27,35,39,19,20,3,47,34,43,20,2,42,8,14,26,28,3,16,44,22,23,21,9,33,46,32
42,33,33,39,4,23,20,35,42,23,16,22,4,42,26,36,20,20,22,14,39,20,20,20,4,42,8,14,4,39,16,16,42,22,16,23,8,33,16,20
42,35,33,42,4,23,22,33,42,23,16,22,4,42,26,35,20,20,22,3,39,20,20,20,4,42,8,14,2,39,16,16,42,22,16,23,8,33,8,22
45,27,39,41,0,24,26,27,41,23,12,25,4,36,28,35,40,19,21,3,47,34,43,20,2,42,8,14,17,28,4,16,44,22,44,21,9,33,46,32
46,31,39,41,0,24,26,27,42,23,12,25,4,36,28,35,36,19,36,3,47,34,43,20,2,42,8,14,17,33,4,16,44,22,21,21,9,33,46,32
43,26,39,44,3,26,26,27,42,23,14,27,4,36,27,35,36,33,21,3,36,25,43,20,26,42,8,14,2,44,2,16,43,22,43,14,28,33,43,24
42,26,39,42,14,23,25,26,42,23,39,24,4,36,26,35,36,24,19,3,36,20,16,20,0,12,8,14,2,22,4,16,42,22,42,21,9,33,42,32
45,31,39,41,0,24,26,27,42,23,12,25,4,36,28,35,42,19,39,3,47,34,43,20,2,42,8,14,17,33,3,16,44,22,31,21,9,33,46,32
45,31,39,41,0,24,26,27,41,23,12,25,4,36,28,35,40,19,43,3,47,34,43,20,2,42,8,14,17,27,4,16,44,22,43,21,9,33,46,32
42,26,39,42,14,23,25,26,42,23,39,24,4,36,26,35,36,24,19,3,36,20,16,20,0,12,8,14,2,22,4,16,39,22,42,21,9,33,42,32
44,24,39,42,3,39,26,27,41,23,12,25,4,36,24,35,47,24,22,4,44,41,39,20,24,41,8,14,2,32,3,16,47,23,24,3,8,33,46,32
42,33,33,39,4,23,20,35,42,23,14,22,4,42,26,36,20,35,22,3,39,20,20,20,4,42,8,14,2,39,8,16,33,22,16,26,20,33,16,22
42,33,33,39,23,23,20,35,42,23,14,22,4,42,26,36,20,20,22,14,39,22,20,20,4,42,8,14,2,39,8,16,33,22,16,26,20,33,16,23
44,32,39,42,0,28,26,27,44,23,12,25,0,36,27,35,39,12,20,3,47,36,43,20,2,42,8,14,2,28,4,16,44,22,28,12,8,33,46,32
46,26,39,42,0,22,26,35,41,23,14,25,4,36,27,35,35,33,21,3,36,25,43,20,26,42,8,14,2,43,2,16,43,22,43,22,28,26,43,24
44,32,39,42,0,28,26,27,41,23,12,25,0,36,27,35,39,12,20,3,47,39,43,20,2,42,8,14,2,28,4,16,44,22,23,12,8,33,46,32
44,32,39,42,0,28,26,27,41,23,12,25,4,36,27,35,39,12,20,3,47,42,43,20,2,42,8,14,2,28,4,16,44,22,23,41,8,33,47,32
44,42,39,42,0,26,26,27,41,23,12,25,4,36,26,35,39,14,33,3,47,19,43,20,2,42,8,14,2,22,4,16,44,22,44,22,8,33,46,32
44,26,39,42,3,23,26,24,41,23,12,25,4,36,27,35,47,12,20,3,47,20,43,20,2,41,8,14,2,28,3,16,43,22,25,21,9,33,46,21
