35,33,24,21,22,7,7,14,3,0,1,6,11,4,11,8,8,14,8,11,11,14,8,8,2,4,4,2,15,11,10,18,23,26,27,25,12,8,2,20,17,19,1,9,4,11,3,16
22,22,22,22,22,4,11,4,14,4,11,11,11,11,11,2,2,11,20,14,11,11,11,11,4,14,11,2,2,16,11,22,23,26,39,33,36,36,36,20,20,20,2,4,11,11,2,16
22,22,22,22,22,4,11,4,14,4,11,11,11,11,11,2,2,11,20,14,11,11,11,11,4,4,11,2,2,16,11,23,23,26,39,33,36,36,36,20,20,20,2,4,11,11,2,16
35,33,24,21,22,7,7,14,3,0,1,6,11,4,11,8,8,14,8,11,11,14,8,8,4,4,4,2,15,11,10,18,23,26,27,25,12,8,2,20,17,19,1,9,4,11,3,16
24,21,22,43,43,6,14,1,2,9,11,11,11,11,11,2,2,11,11,11,11,10,10,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,17,19,20,4,8,11,11,3,16
24,21,22,22,43,4,14,2,3,9,11,11,11,11,11,2,2,11,11,11,11,11,12,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,17,19,20,4,8,11,11,3,16
24,21,22,22,43,4,14,1,3,9,11,11,11,11,11,2,2,11,11,11,11,11,12,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,17,19,20,4,8,11,11,3,16
24,21,22,22,43,4,14,1,3,9,11,11,11,11,11,2,2,2,11,11,11,11,12,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,17,19,20,4,8,11,11,3,16
24,21,22,22,43,4,14,1,3,9,11,11,11,11,11,2,2,11,11,11,11,10,12,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,17,19,20,4,8,11,11,3,16
24,21,22,22,43,4,14,1,3,9,11,11,11,11,11,2,2,11,11,11,11,10,12,12,4,4,11,2,2,11,11,25,23,26,39,33,35,36,42,17,19,20,4,8,11,11,3,16
24,21,22,43,43,6,14,1,2,9,11,11,11,11,11,2,2,2,11,11,11,11,10,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,17,19,20,2,8,11,11,3,16
24,21,22,22,43,4,14,2,2,9,11,11,11,11,11,2,2,2,11,11,11,11,12,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,19,19,20,4,8,11,11,3,16
24,21,22,22,43,4,14,3,3,9,11,11,11,11,11,2,2,11,11,11,11,11,12,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,17,19,20,4,8,11,11,3,16
23,22,22,22,22,4,14,3,3,8,11,11,11,11,11,2,2,11,11,11,11,11,11,11,4,4,8,2,2,11,11,23,23,26,39,33,35,36,42,20,20,20,4,8,11,11,3,16
22,22,22,22,22,4,14,14,3,8,2,11,11,14,11,2,2,14,11,11,11,11,4,4,4,4,11,2,2,11,11,21,23,26,39,33,35,36,42,20,20,20,4,8,11,11,2,16
21,22,22,22,22,4,14,3,3,14,11,11,11,11,11,2,2,11,8,11,11,11,11,11,4,2,2,2,2,11,11,20,23,26,39,33,35,36,42,20,20,20,2,11,11,11,2,16
22,21,22,22,22,4,14,14,3,8,11,11,11,11,11,2,2,14,8,11,11,12,12,12,4,4,8,2,2,11,11,21,23,26,39,33,35,36,42,20,20,20,2,8,11,11,2,16
21,21,22,22,22,4,14,3,3,14,11,11,11,11,11,2,2,11,8,11,11,11,11,11,4,4,8,2,2,11,11,22,23,26,39,33,35,36,42,20,19,20,2,8,11,11,2,16
21,22,22,22,22,4,14,14,3,8,11,11,11,11,11,2,2,14,11,11,11,12,12,12,4,4,8,11,2,11,11,21,23,26,39,33,35,36,42,19,20,20,2,14,11,11,2,16
21,22,22,22,22,4,14,11,3,9,11,11,11,11,11,2,2,14,11,11,11,12,12,12,4,4,11,2,2,11,11,22,23,26,39,33,35,36,42,19,20,20,4,8,11,11,2,16
21,21,22,22,22,4,14,3,3,9,11,11,11,11,11,2,2,11,11,11,11,12,12,11,4,4,11,2,2,11,11,23,23,26,39,33,35,36,42,20,20,20,2,8,11,11,3,16
21,21,22,22,22,8,14,3,3,8,11,11,11,11,11,2,2,11,8,11,11,11,12,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,19,20,20,4,8,11,11,3,16
24,21,22,22,22,4,14,14,3,9,11,11,11,11,11,2,2,14,8,11,11,11,12,12,4,4,11,2,20,11,11,22,23,26,39,33,35,36,42,19,20,20,2,8,11,11,2,16
24,21,22,22,22,4,14,2,3,9,11,11,11,11,11,2,2,11,8,11,11,11,11,12,4,4,11,2,2,11,11,24,23,26,39,33,35,36,42,19,20,20,4,8,11,11,2,16
24,21,22,22,22,4,14,3,3,9,11,11,11,11,11,2,2,14,8,11,11,11,11,12,4,4,8,2,2,11,11,25,23,26,39,33,35,36,42,19,20,20,2,8,11,11,3,16
