23,33,22,14,26,20,39,16
20,33,22,14,26,23,39,16
26,26,39,14,26,26,39,14
14,26,14,14,26,26,39,14
14,23,39,26,26,26,39,26
20,33,23,14,26,23,39,16
14,23,16,26,26,26,39,33
22,23,14,16,26,23,39,33
33,23,33,26,26,26,39,14
16,26,26,14,26,39,39,14
14,14,23,23,16,26,39,14
14,26,14,33,26,23,39,16
26,26,26,26,26,26,39,14
23,33,16,16,26,42,39,14
14,23,39,26,26,23,39,26
33,26,16,14,26,23,39,14
14,23,16,14,26,26,39,14
14,14,23,14,26,39,39,16
16,16,23,14,23,26,39,14
14,16,16,14,23,26,39,14
16,23,26,14,26,33,39,8
14,16,14,14,26,26,39,16
14,26,16,16,14,23,39,14
14,33,14,14,26,23,39,16
23,23,14,16,26,26,39,16
14,26,16,14,23,23,39,14
14,14,14,14,26,23,39,16
14,14,23,14,26,26,39,14
23,33,16,14,22,26,39,14
14,23,26,23,23,26,39,14
16,23,16,14,26,26,39,14
26,33,14,16,26,26,39,16
14,16,33,14,26,26,39,26
26,23,14,14,26,23,39,16
14,26,16,14,26,23,39,16
14,33,39,23,26,23,39,14
23,23,14,14,16,26,39,14
22,33,14,16,26,26,39,23
14,16,16,33,26,26,39,14
14,23,14,16,26,23,39,14
14,16,33,16,26,23,39,14
14,33,16,16,26,26,39,14
14,23,14,16,26,23,39,33
39,26,14,16,26,26,39,14
14,23,26,14,26,26,39,14
14,23,39,16,26,26,39,16
16,33,14,14,26,23,39,26
26,26,14,16,16,23,39,14
14,16,33,16,26,26,39,14
14,33,39,26,26,26,39,16
14,33,26,14,23,23,39,16
23,23,16,23,23,26,39,14
14,26,14,14,16,23,39,14
16,33,26,14,26,26,39,14
16,14,39,16,26,26,39,14
14,26,39,26,26,23,39,26
26,33,23,14,23,26,39,14
14,23,16,14,23,26,39,14
26,33,14,14,26,26,39,14
16,26,14,14,26,26,39,14
39,23,14,23,26,26,39,23
33,14,26,14,26,26,39,14
26,26,33,14,26,26,39,14
14,23,14,14,26,33,39,16
16,33,16,14,26,23,39,2
23,23,26,16,26,26,39,14
14,16,14,14,26,23,39,16
14,23,14,14,26,23,39,14
26,33,14,16,26,26,39,14
14,16,16,14,26,26,39,26
14,23,14,16,26,33,39,14
14,23,39,14,26,33,42,16
26,23,14,14,23,33,39,16
39,33,16,14,26,26,39,14
16,23,14,23,23,26,39,14
14,33,14,14,26,26,39,14
16,23,14,14,26,26,39,16
23,23,23,16,33,26,39,14
16,33,16,14,26,23,39,20
14,26,14,14,26,23,39,16
14,33,14,16,26,23,39,33
14,16,23,16,26,26,39,14
14,16,14,16,26,23,39,16
23,23,14,26,26,26,39,16
14,26,14,14,23,23,39,14
16,26,26,26,26,39,39,14
16,26,14,14,26,23,39,14
23,23,23,16,26,26,39,14
16,23,33,14,26,26,39,14
14,23,14,14,26,23,39,23
14,26,39,14,26,26,39,16
23,16,26,14,26,26,39,14
39,26,14,14,26,26,39,14
23,26,16,14,26,23,39,16
16,33,16,14,26,23,39,4
14,23,16,33,26,22,39,16
23,26,16,14,26,26,39,14
14,16,16,14,26,14,39,14
16,14,16,14,26,23,39,16
14,33,26,14,23,26,39,14
14,14,39,14,26,33,39,16
16,23,23,14,26,26,39,14
22,33,16,14,26,23,39,4
14,33,14,23,26,26,39,33
26,33,14,16,26,23,39,14
14,23,14,14,26,26,39,16
14,23,14,23,26,26,39,33
14,26,23,14,26,23,39,16
14,16,23,14,23,26,39,16
14,26,16,14,26,39,39,14
14,23,33,26,26,39,39,26
14,16,23,14,26,23,39,23
14,26,16,33,26,26,39,14
14,16,26,14,33,26,39,14
14,33,33,16,26,26,39,14
14,23,39,26,26,39,39,26
14,16,33,14,26,26,39,16
14,16,14,14,23,26,39,14
14,23,14,14,26,26,39,14
23,33,22,14,26,26,39,16
16,23,14,16,26,23,39,14
14,23,14,14,23,26,39,16
14,26,8,14,16,23,39,33
14,26,14,16,26,23,39,16
26,26,26,16,26,26,39,14
23,16,26,16,26,26,39,14
33,26,14,14,26,26,39,16
16,26,14,39,26,26,39,16
16,33,39,16,26,39,39,14
16,33,23,14,26,39,39,14
14,26,14,14,23,23,39,16
16,33,14,14,26,26,39,14
23,23,14,16,33,26,39,16
14,23,33,14,26,26,39,14
14,16,33,16,26,26,39,16
14,16,33,14,26,26,39,14
16,33,16,14,26,23,39,26
16,26,26,14,26,26,39,16
16,23,14,16,26,26,39,14
14,16,14,16,14,26,39,16
23,23,14,16,16,26,39,14
14,14,14,23,26,26,39,14
14,23,26,16,26,26,39,16
14,33,14,14,26,23,39,14
14,16,14,14,14,26,39,14
14,23,39,14,26,39,39,16
14,26,16,16,26,39,39,16
14,33,39,16,26,39,39,14
14,16,39,14,26,26,39,16
14,26,16,16,26,23,39,16
14,26,33,14,26,23,39,14
16,14,39,14,26,26,39,14
23,23,26,14,26,26,39,14
14,26,26,14,26,26,39,16
23,16,33,14,26,26,39,16
14,22,14,33,26,23,39,16
14,23,14,33,26,23,39,16
23,14,39,14,26,26,39,14
39,33,14,14,26,26,39,14
14,23,16,23,26,26,39,33
14,23,14,14,26,39,39,16
14,23,14,14,26,23,39,16
14,26,16,16,26,33,39,16
26,39,14,16,26,23,39,16
14,33,33,14,26,26,39,23
14,23,14,33,26,14,39,16
14,33,33,14,26,26,39,14
14,16,26,16,26,26,39,14
39,26,14,14,26,26,39,16
14,16,26,14,26,26,39,16
16,23,14,16,26,23,39,16
26,26,14,14,26,23,39,16
26,16,33,16,26,26,39,14
8,33,16,14,26,23,39,4
22,26,14,16,26,23,39,33
16,23,23,14,26,26,39,16
16,23,23,14,26,16,39,14
14,33,16,14,26,26,39,16
16,14,39,14,26,26,39,16
16,33,14,16,26,20,39,23
14,33,14,14,26,26,39,16
14,23,23,14,26,23,39,23
16,23,26,14,16,14,39,16
14,26,14,16,26,23,39,14
14,23,14,33,33,26,39,14
26,14,33,14,23,26,39,14
14,33,16,14,26,23,39,3
14,33,16,16,26,26,39,16
14,23,14,16,26,26,39,33
33,26,33,26,26,26,39,14
23,26,39,14,26,26,39,14
26,23,14,16,26,26,39,14
14,33,23,14,26,39,42,16
26,23,14,14,23,33,39,14
16,23,16,16,23,26,39,14
23,33,39,14,23,26,39,14
26,26,14,14,23,26,39,14
14,23,16,33,26,22,39,14
14,26,16,14,23,23,39,33
16,23,14,16,23,26,39,14
