35,23,26,33,39,22,14,16
26,26,26,39,26,39,14,14
39,26,26,26,39,26,14,14
42,23,26,33,39,16,2,14
26,39,26,26,39,16,14,16
33,23,26,39,33,26,14,16
33,23,26,39,39,16,14,4
33,42,23,26,39,26,14,16
23,23,26,26,39,16,14,23
26,23,26,39,39,23,14,14
33,23,23,26,39,23,14,16
33,23,23,26,39,23,14,14
23,23,26,26,39,23,14,16
33,26,26,23,39,16,14,20
26,26,26,33,39,23,14,14
23,26,39,26,39,16,14,16
14,23,26,33,39,16,16,23
33,23,26,26,39,23,14,16
16,26,26,26,39,14,16,16
26,23,26,26,39,16,16,14
23,26,26,26,39,16,14,33
33,23,26,23,39,26,14,14
33,23,26,26,39,8,14,16
26,23,26,26,39,14,16,14
23,26,23,33,39,26,14,14
33,23,26,39,39,16,14,14
26,23,26,26,39,16,14,16
16,23,26,26,39,16,14,16
23,23,26,23,39,16,16,14
33,22,26,23,39,26,16,14
26,23,26,39,26,39,14,14
14,26,26,39,39,23,14,33
23,26,23,39,39,14,16,16
23,23,26,26,39,16,26,14
26,26,26,39,39,14,16,14
22,22,26,33,39,23,16,14
23,26,26,39,39,39,14,14
26,26,26,39,39,16,14,16
16,26,23,26,39,14,16,16
23,26,26,33,39,39,14,26
33,23,26,39,39,14,26,16
33,26,26,23,39,14,14,14
26,33,26,39,39,23,14,23
26,14,23,26,39,26,16,16
33,23,23,26,39,26,14,16
23,26,26,26,39,16,14,14
26,23,26,39,39,39,14,14
33,23,26,39,39,14,14,14
23,23,26,23,39,14,14,14
26,26,23,26,39,26,14,16
33,23,26,22,39,26,16,14
26,26,26,39,39,39,14,23
26,26,26,14,39,14,14,16
33,26,23,26,39,23,14,16
33,22,26,26,39,23,14,16
23,26,26,14,39,33,14,14
39,26,26,39,39,14,14,14
33,23,26,26,39,16,14,16
14,33,26,39,39,23,14,14
14,26,26,26,39,16,16,23
23,23,26,39,39,39,14,14
39,26,26,39,39,14,14,16
23,26,26,39,39,14,14,23
33,26,26,39,33,14,14,14
33,23,26,39,36,16,14,20
23,26,26,33,39,23,14,14
33,26,26,26,39,23,14,14
39,26,26,39,39,16,14,14
26,23,26,39,33,23,14,16
14,26,26,33,39,16,14,14
16,23,26,26,39,23,14,23
16,23,26,39,39,14,14,26
33,26,26,26,39,23,16,14
23,23,26,33,39,23,14,14
16,23,26,26,39,14,14,14
33,23,26,26,39,23,14,14
33,26,26,16,39,26,14,14
33,26,26,23,39,16,14,14
33,23,39,39,39,14,26,16
26,26,23,23,39,16,16,14
23,26,23,33,39,14,16,14
36,23,26,33,39,22,14,16
39,23,26,23,39,26,14,14
39,23,26,33,39,39,16,14
33,26,26,23,39,14,14,23
23,26,26,26,39,14,16,14
23,33,26,26,39,14,14,16
23,26,26,39,39,16,14,14
23,23,26,26,39,16,14,14
33,26,26,23,39,16,14,16
23,26,23,33,39,23,26,14
26,23,26,39,39,14,26,16
33,23,26,26,39,26,23,14
16,26,23,39,39,14,16,14
26,26,23,26,39,16,14,16
33,26,26,33,39,16,14,14
33,23,26,39,39,26,14,14
16,23,23,26,39,14,14,16
39,33,26,26,39,26,14,16
22,26,23,33,39,14,16,14
26,26,16,26,39,14,14,14
26,14,26,26,39,23,16,16
33,23,26,23,39,14,16,14
23,26,23,26,39,23,14,16
16,26,23,39,39,14,14,14
33,23,26,39,39,14,26,14
26,33,26,26,39,26,14,14
23,23,26,33,39,16,16,14
33,23,26,33,39,14,14,14
33,26,23,26,39,14,14,23
16,23,26,39,39,14,14,14
23,26,26,26,39,16,14,23
26,23,23,23,39,33,14,14
33,23,26,14,39,26,14,14
14,23,26,39,39,16,14,33
14,26,26,23,39,16,14,14
26,39,26,26,39,14,14,16
33,23,26,33,39,22,14,16
33,26,26,23,39,23,14,14
33,26,26,33,39,14,14,14
39,23,26,26,39,26,14,16
26,26,23,33,39,16,14,14
23,23,26,23,39,39,14,14
26,23,26,33,39,14,26,16
33,23,26,33,39,16,14,23
33,26,26,26,39,14,14,14
23,26,26,26,39,14,14,33
33,26,26,23,39,16,14,3
33,26,23,33,39,23,14,16
39,23,26,26,39,23,14,16
39,23,26,26,39,26,14,14
26,33,26,39,39,16,14,23
23,26,26,39,39,16,14,16
23,26,26,33,39,14,16,16
26,26,26,26,39,23,14,14
33,26,26,39,39,14,16,14
14,26,26,26,39,14,14,23
33,23,26,26,39,26,14,16
23,26,26,39,39,14,14,14
20,23,26,33,39,16,4,14
23,26,26,39,39,14,16,14
26,23,26,26,39,26,14,39
26,23,26,39,39,16,14,26
23,23,26,26,39,23,14,14
36,22,26,33,39,23,16,14
33,26,26,26,39,16,14,23
33,23,23,26,39,16,14,16
