22,42,33,35,39,36,26,23,24,21,28,43,25,4,12,14,16,9,8,2,0,20,3,19
22,42,33,35,39,36,26,23,24,21,27,43,25,4,12,14,16,9,8,2,0,20,3,19
33,26,33,33,39,39,26,23,23,23,14,3,3,2,3,3,16,3,14,3,2,14,2,2
33,26,33,26,39,39,26,23,23,23,14,3,3,2,3,3,16,3,14,3,2,14,2,3
33,42,33,26,39,39,26,23,23,23,14,3,3,2,3,3,16,3,14,2,2,14,3,2
22,42,33,35,39,36,26,23,35,23,14,3,3,3,3,3,16,3,8,2,2,20,4,2
33,42,33,26,39,39,26,23,23,23,14,3,3,2,3,3,16,3,14,2,2,14,3,3
23,26,33,35,39,35,26,23,23,23,14,2,3,2,3,3,16,4,14,4,2,14,2,2
22,42,33,35,39,36,26,23,25,26,14,3,4,16,3,3,16,8,8,2,2,20,8,3
22,42,33,35,39,36,26,23,25,23,14,2,4,4,3,4,16,3,8,4,2,20,8,3
22,42,33,36,39,35,26,23,26,26,14,4,2,2,4,3,16,8,16,12,2,20,0,2
20,35,33,35,39,35,26,23,23,20,14,20,2,16,2,2,8,4,8,4,4,20,8,2
33,26,33,33,39,39,26,23,22,23,14,3,2,2,3,3,16,3,14,2,2,14,4,3
22,42,33,35,39,36,26,23,26,27,14,3,4,2,3,3,16,2,8,16,2,20,2,0
22,42,33,35,39,36,26,23,24,21,14,24,4,2,3,3,14,8,16,2,2,20,0,2
22,42,33,35,39,36,26,23,24,21,14,0,2,3,3,2,16,8,8,2,2,20,4,4
22,42,33,35,39,36,26,23,24,21,14,3,0,3,3,3,16,8,9,3,2,20,4,14
20,36,33,35,39,26,26,23,23,20,14,20,8,16,2,2,8,8,8,2,3,20,8,2
36,20,33,36,39,36,26,23,23,23,14,3,3,4,3,3,16,2,16,3,3,20,2,4
22,42,33,35,39,36,26,23,24,21,14,24,4,2,3,3,16,8,9,2,0,20,0,2
22,42,33,35,39,36,26,23,24,21,14,4,0,3,3,3,16,8,9,12,2,20,8,14
3,42,33,35,39,36,26,23,23,23,14,20,2,4,3,4,16,3,16,4,2,20,3,2
20,35,33,35,39,36,26,23,23,23,14,4,2,2,3,3,16,4,14,3,2,20,2,3
22,42,33,35,39,36,26,23,24,21,14,3,2,0,3,3,16,4,9,12,2,20,8,14
22,42,33,35,39,36,26,23,24,21,14,25,2,0,4,3,16,4,9,12,2,20,8,14
