11,11,11,11,11,8,22,22,22,22,22,23,26,1,11,1,1,1,1,1,1,20,16,1,14,8,1,1,20,14,11,11,1,1,1,35,35,39,33,39,8,11,11,8,14,1,1,16
11,11,11,11,11,8,20,22,22,22,22,23,26,1,11,1,1,1,1,1,1,20,1,1,14,8,1,1,20,14,11,11,1,1,1,35,35,33,33,39,8,11,11,8,14,1,1,16
9,11,11,11,11,10,21,21,22,22,24,23,26,18,1,2,2,2,1,1,1,20,6,4,14,8,15,17,19,11,11,11,1,0,42,36,35,39,33,41,25,7,12,8,14,1,3,16
9,11,11,11,11,10,21,21,22,22,24,23,26,18,1,2,2,2,1,1,1,20,6,4,14,8,15,17,19,8,11,11,1,0,42,36,35,39,33,41,25,7,12,8,14,1,3,16
11,11,11,11,11,9,22,21,22,22,24,23,26,11,2,2,2,2,1,1,1,20,4,4,14,2,12,17,19,11,11,11,1,0,42,36,35,39,33,27,25,11,11,8,14,1,3,16
9,11,11,11,11,11,21,22,22,22,24,23,26,11,1,2,2,2,1,1,1,20,17,4,14,8,12,19,19,11,11,6,1,0,42,36,35,39,33,27,25,8,11,8,14,1,3,16
9,11,11,11,11,11,21,21,22,22,24,23,26,1,1,2,1,1,2,1,1,20,11,4,14,8,15,17,19,15,11,11,1,0,42,36,35,39,33,41,25,12,12,8,14,1,3,16
9,11,11,11,11,10,22,21,22,22,24,23,26,11,1,2,2,2,1,1,1,20,6,4,14,8,12,17,19,11,11,11,1,0,42,36,35,39,33,27,25,11,11,8,14,1,3,16
9,11,11,11,11,10,22,21,22,22,24,23,26,2,1,2,2,2,1,1,1,20,6,4,14,8,12,17,19,11,11,11,1,0,42,36,35,39,33,27,25,10,11,8,14,1,3,16
9,11,11,11,11,11,21,21,22,22,24,23,26,1,1,2,2,2,1,2,1,20,6,4,14,8,12,17,19,10,11,11,1,0,42,36,35,39,33,41,25,7,12,8,14,1,3,16
9,11,11,11,11,10,22,21,21,22,24,23,26,2,1,2,2,2,1,1,1,20,6,4,14,11,11,17,19,15,11,11,1,0,42,36,35,39,33,41,25,7,12,8,14,1,3,16
9,11,11,11,11,11,22,21,22,22,24,23,26,2,1,2,2,2,1,2,1,20,6,4,14,8,11,17,19,10,11,11,1,0,42,36,35,39,33,41,25,7,12,8,14,1,3,16
9,11,11,11,11,10,21,21,22,22,24,23,26,1,1,2,2,2,1,1,1,20,6,4,14,8,15,17,19,8,11,11,1,0,42,36,35,39,33,41,25,7,12,8,14,1,3,16
11,11,11,11,11,11,20,21,21,22,24,23,26,1,1,2,2,2,1,1,1,20,11,4,14,8,14,17,19,9,11,11,1,0,42,36,35,39,33,27,25,12,11,8,14,1,3,16
11,11,11,11,11,11,21,21,21,22,24,23,26,0,1,1,1,2,1,2,1,20,8,4,14,8,14,19,19,9,11,11,1,1,42,36,35,39,33,41,25,12,11,11,14,1,3,16
11,11,11,11,1,1,20,22,22,22,23,23,26,1,2,1,2,2,2,1,3,20,4,4,14,2,1,1,2,1,11,11,1,1,1,36,35,39,33,42,8,8,1,1,1,1,3,16
11,11,11,11,11,8,22,21,21,22,23,23,26,3,1,1,1,2,14,2,1,20,8,4,14,8,11,20,20,14,11,11,1,1,4,36,35,39,33,42,8,11,11,8,14,1,3,16
11,11,11,11,11,8,22,21,22,22,23,23,26,8,1,1,1,2,14,1,1,20,8,4,14,8,11,20,20,14,11,11,1,0,1,36,35,39,33,42,8,8,11,8,14,1,3,16
8,11,11,11,2,2,22,22,22,23,23,23,26,1,2,1,2,1,3,1,1,20,4,2,14,1,1,0,1,4,11,11,1,1,1,36,35,39,33,42,8,8,1,1,1,1,3,16
12,11,11,11,11,8,21,21,22,22,23,23,26,2,1,8,1,2,14,2,1,20,8,4,14,8,11,20,20,14,11,11,1,1,9,36,35,39,33,42,8,8,11,8,14,1,3,16
11,11,11,11,1,1,19,22,22,22,23,23,26,1,2,2,2,2,1,1,1,20,4,4,14,1,1,1,2,4,11,11,1,1,2,36,35,39,33,42,8,8,1,0,1,1,3,16
12,11,11,11,11,8,22,21,22,22,23,23,26,8,1,1,2,2,14,1,1,20,8,4,14,8,14,4,19,14,11,11,2,1,0,36,35,39,33,42,8,11,11,8,14,1,3,16
11,11,12,11,2,2,21,22,22,22,22,23,26,2,1,1,2,2,1,1,1,20,4,4,14,2,1,1,2,1,11,11,1,1,0,36,35,39,33,42,8,8,1,1,1,1,3,16
9,11,11,11,2,2,21,22,22,21,22,23,26,2,1,1,1,2,4,1,1,20,4,4,14,2,0,1,1,1,11,11,1,1,1,36,35,39,33,42,8,8,12,1,1,1,3,16
11,11,11,11,11,11,21,21,22,22,23,23,26,9,1,1,2,2,14,2,1,20,8,4,14,8,12,19,19,14,11,11,1,1,42,36,35,39,33,27,8,8,11,8,14,1,3,16
11,11,11,11,4,8,21,22,22,24,23,23,26,19,2,1,1,2,1,1,1,20,4,4,14,2,2,1,1,2,11,11,1,1,1,36,35,39,33,42,8,9,0,1,1,1,3,16
11,11,11,11,11,11,22,21,22,22,24,23,26,8,1,1,2,2,14,2,1,20,8,4,14,8,14,19,20,14,11,11,1,1,42,36,35,39,33,27,25,12,11,8,14,1,3,16
9,11,11,11,11,11,22,21,22,22,24,23,26,1,1,1,2,2,14,2,1,20,8,4,14,8,14,20,20,11,11,11,1,1,42,36,35,39,33,27,25,12,12,8,14,1,3,16
11,11,11,11,11,11,21,21,21,22,24,23,26,1,1,2,1,2,14,2,1,20,11,4,14,8,14,20,19,14,11,11,1,0,42,36,35,39,33,41,25,12,11,8,14,1,3,16
11,11,11,11,11,11,21,21,21,22,24,23,26,0,1,1,2,2,1,2,1,20,8,4,14,8,14,19,19,9,11,11,1,1,42,36,35,39,33,41,25,12,11,11,14,1,3,16
11,11,11,11,11,11,22,21,21,22,24,23,26,11,1,2,2,2,14,2,1,20,8,4,14,8,14,19,19,14,11,11,1,0,42,36,35,39,33,28,25,12,11,8,14,1,3,16
11,11,11,11,11,11,20,22,22,22,23,23,26,1,1,1,1,1,1,1,1,20,14,3,14,8,1,1,20,14,11,11,1,1,3,35,35,33,33,39,8,8,11,8,14,1,1,16
11,11,11,11,11,8,22,22,22,22,22,23,26,14,1,1,1,1,14,1,1,20,8,4,14,8,11,1,20,14,11,11,1,1,4,36,35,39,33,26,8,8,11,8,14,1,4,16
11,11,11,11,11,8,20,22,22,22,22,23,26,1,20,1,1,1,1,1,1,20,1,1,14,8,1,1,1,14,11,11,1,1,1,35,35,33,33,39,8,11,2,1,14,1,1,16
11,11,11,11,11,8,20,22,22,22,23,23,26,8,1,1,1,1,14,1,1,20,8,1,14,8,11,1,20,14,11,11,1,1,3,36,35,39,33,42,8,8,11,1,14,1,3,16
11,11,11,11,11,8,22,22,22,22,22,23,26,1,11,1,1,1,1,1,1,20,1,1,14,8,1,1,4,14,11,11,1,1,1,36,35,39,33,39,8,11,11,1,14,1,1,16
11,11,11,11,11,1,20,22,22,22,23,23,26,8,1,1,1,1,14,1,1,20,8,1,14,8,11,1,20,1,11,11,1,1,3,36,35,39,33,42,8,8,11,1,1,1,3,16
11,11,11,11,11,8,22,22,22,22,23,23,26,8,1,1,1,2,14,1,1,20,8,4,14,8,11,20,20,14,11,11,1,2,3,36,35,39,33,26,8,8,11,8,14,1,3,16
3,11,11,11,1,1,22,22,26,22,23,23,26,1,1,1,1,1,1,1,2,20,4,4,14,1,1,1,1,2,11,11,1,1,2,36,35,39,33,42,8,8,2,1,1,1,3,16
1,11,11,11,1,2,22,22,22,23,23,23,26,1,1,1,2,2,1,1,1,20,4,4,14,1,1,1,2,4,11,11,1,1,1,36,35,39,33,42,8,8,2,1,1,1,2,16
8,11,11,11,1,1,22,22,22,22,23,23,26,2,1,1,1,1,2,2,1,20,8,4,14,1,0,1,1,1,11,11,1,1,1,36,35,39,33,42,8,11,0,1,2,1,3,16
11,12,11,11,1,4,22,22,22,24,23,23,26,1,1,1,1,2,2,1,1,20,4,4,14,1,1,1,2,2,11,11,1,1,2,36,35,39,33,42,4,8,1,0,1,1,3,16
11,11,11,11,2,4,11,22,22,23,23,23,26,1,1,1,1,2,2,1,1,20,4,4,14,1,1,1,2,2,11,11,1,1,1,36,35,39,33,42,8,3,1,4,1,1,3,16
11,11,11,11,2,4,11,22,22,23,23,23,26,1,1,1,1,2,1,1,1,20,4,4,14,1,1,1,2,2,11,11,0,1,1,36,35,39,33,42,8,3,1,4,1,1,3,16
11,12,11,11,1,3,22,21,22,22,21,23,26,0,1,1,2,2,1,1,1,20,4,4,14,1,2,1,2,2,11,11,1,1,2,36,35,39,33,42,8,8,1,0,1,3,3,16
11,11,11,11,11,11,21,21,22,22,24,23,26,2,1,1,1,2,1,2,1,20,8,4,14,8,14,19,19,9,11,11,1,1,42,36,35,39,33,41,25,12,11,8,14,1,3,16
11,11,11,11,2,1,21,22,22,22,23,23,26,2,1,1,1,2,2,1,1,20,4,4,14,1,1,1,1,2,11,11,1,1,2,36,35,39,33,42,1,8,2,1,1,1,3,16
11,11,11,11,1,1,22,22,22,21,23,23,26,1,2,1,1,2,1,1,1,20,9,4,14,2,1,1,1,2,11,11,1,1,4,36,35,39,33,42,8,4,0,2,1,1,3,16
