35,33,42,36,14,22,23,25,20,4,16,8,2,3,26,39
35,33,42,36,14,22,23,25,20,3,16,4,2,8,26,39
39,33,33,33,14,23,26,23,23,2,14,2,2,2,26,39
26,33,33,33,14,23,23,23,23,2,14,2,2,2,26,39
23,33,33,33,14,23,23,23,23,2,16,2,2,2,26,39
23,33,20,16,14,23,23,14,20,16,16,2,2,2,26,39
39,33,33,33,14,23,23,23,23,2,16,16,2,3,26,39
26,33,42,16,14,23,23,14,20,16,16,2,2,2,26,39
35,33,42,36,14,20,23,22,20,3,16,4,2,8,26,39
35,33,42,36,14,23,26,14,23,16,16,2,2,2,26,39
35,33,42,23,14,23,23,26,23,2,16,2,2,2,26,39
23,33,39,16,14,4,26,14,20,2,4,2,4,3,36,39
35,33,42,36,14,23,26,14,23,2,16,2,2,2,26,39
36,33,22,35,14,22,23,14,20,4,16,2,2,2,26,39
35,33,36,36,14,22,23,23,22,2,16,4,2,2,26,39
35,33,42,36,14,22,23,14,20,4,16,2,2,2,26,39
36,33,36,42,14,22,23,16,22,4,16,3,2,3,26,39
35,33,42,36,14,23,23,23,20,3,16,4,2,26,26,39
22,33,36,35,14,22,23,14,20,8,16,2,4,3,26,39
39,33,33,33,14,23,26,23,23,2,16,23,2,2,26,39
35,33,42,36,14,22,23,20,23,3,16,8,2,4,26,39
35,33,42,36,14,22,23,22,14,4,16,8,2,3,26,39
35,33,42,36,14,22,23,23,8,3,16,3,2,2,26,39
35,33,42,36,14,22,23,23,16,3,16,2,2,3,26,39
35,33,42,35,14,22,23,22,4,4,16,3,2,2,26,39
35,33,42,36,14,22,23,14,20,4,16,2,2,8,26,39
35,33,36,36,14,22,23,22,23,4,16,3,2,2,26,39
35,33,42,36,14,23,22,23,20,4,16,3,2,2,26,39
35,33,42,36,14,16,23,22,20,3,16,2,2,3,26,39
33,33,42,36,14,23,39,23,22,4,16,3,3,2,26,39
35,33,42,36,14,22,23,23,23,26,16,2,2,3,26,39
35,33,42,36,14,23,20,22,23,2,16,4,3,2,26,39
35,33,42,36,14,22,23,22,8,16,16,2,4,8,26,39
35,33,42,36,14,16,23,23,20,3,16,2,2,3,26,39
