39,39,35,35,39,33,26,23,23,23,23,23,4,4,2,2,2,2,2,2,2,2,16,4,4,14,8,8,14,8,8,2
39,32,36,31,35,33,26,23,21,22,19,20,4,4,1,2,2,2,2,0,0,3,16,9,6,14,8,8,12,12,10,17
39,32,36,31,35,33,26,23,21,22,19,20,4,4,1,2,2,2,1,0,0,3,16,9,6,14,8,8,12,12,10,17
39,39,35,35,35,33,26,23,23,23,23,23,4,4,4,2,2,2,2,2,2,2,16,4,4,14,8,8,14,8,8,2
39,32,36,31,35,33,26,23,21,22,19,20,4,4,2,2,2,2,2,2,0,3,16,9,4,14,8,8,12,12,12,17
39,32,36,31,35,33,26,23,21,22,19,20,4,4,2,2,2,2,2,0,1,3,16,9,4,14,8,8,12,12,12,17
39,32,36,31,35,33,26,23,21,22,19,20,4,4,4,2,2,2,2,0,1,3,16,9,4,14,8,8,12,12,12,17
39,32,36,31,35,33,26,23,21,22,19,20,4,4,4,2,2,2,2,0,1,3,16,9,4,14,8,8,12,12,10,17
42,39,36,35,35,33,26,23,21,22,19,20,4,4,4,2,2,2,2,2,3,3,16,9,4,14,8,8,12,8,8,14
42,39,36,31,35,33,26,23,21,22,19,20,4,4,4,2,2,2,2,2,3,3,16,9,4,14,8,8,12,12,12,14
39,32,36,31,35,33,26,23,21,22,19,20,4,4,2,2,2,2,2,2,0,3,16,9,6,14,8,8,12,12,10,17
39,32,36,31,35,33,26,23,21,22,19,20,4,4,4,2,2,2,2,2,0,3,16,9,4,14,8,8,12,12,8,8
42,39,36,31,35,33,26,23,21,22,19,20,4,4,4,2,2,2,2,2,3,3,16,9,4,14,8,8,12,12,12,8
42,39,36,36,35,33,26,23,23,22,20,20,4,4,2,2,2,2,2,2,3,3,16,4,4,14,8,8,14,8,8,4
39,36,36,35,35,33,26,23,22,22,42,20,4,4,4,4,2,2,2,3,3,3,16,9,4,14,8,8,14,8,8,8
39,32,36,31,35,33,26,23,21,22,19,20,4,2,2,2,2,2,2,0,3,3,16,9,4,14,8,8,12,12,12,14
39,32,36,31,35,33,26,23,21,22,19,20,4,4,4,2,2,2,2,2,0,3,16,9,4,14,8,8,12,12,12,17
42,39,36,35,35,33,26,23,23,22,22,20,4,4,4,2,2,2,2,2,3,3,16,9,4,14,8,8,14,8,8,4
42,39,36,35,35,33,26,23,22,22,21,20,4,4,4,2,2,2,2,2,2,3,16,9,4,14,8,8,14,8,8,4
39,36,36,35,35,33,26,23,23,23,26,23,8,4,4,2,2,2,2,2,2,2,16,4,4,14,8,8,14,8,8,4
42,39,36,36,35,33,26,23,21,22,22,20,2,4,4,2,2,2,2,2,3,3,16,9,4,14,8,8,14,8,8,4
42,39,32,36,35,33,26,23,22,22,19,20,4,4,4,4,2,2,2,2,3,3,16,9,4,14,8,8,14,8,8,4
42,39,36,35,35,33,26,23,21,22,19,20,4,4,4,2,2,2,2,2,3,3,16,9,4,14,8,8,12,12,12,8
42,39,32,36,35,33,26,23,22,22,19,20,4,4,4,2,2,2,2,2,3,3,16,9,4,14,8,8,14,8,8,4
39,36,36,36,35,33,26,23,23,20,20,20,4,4,4,4,2,2,2,8,8,4,16,8,14,14,8,8,14,8,8,8
39,36,36,35,35,33,26,23,23,23,26,23,8,4,4,2,2,2,2,2,2,2,16,4,4,14,8,8,14,8,8,2
39,39,36,35,35,33,26,23,23,23,23,23,4,4,4,2,2,2,2,2,2,3,16,4,4,14,8,8,14,8,8,3
39,36,36,36,35,33,26,23,23,42,20,20,2,4,4,4,2,2,2,2,2,2,16,4,14,14,8,8,14,8,8,8
42,39,36,36,35,33,26,23,23,23,23,20,2,4,4,2,2,2,2,2,2,2,16,4,4,14,8,4,14,8,8,4
39,36,36,35,35,33,26,23,22,22,20,20,4,4,4,2,2,2,2,8,8,4,16,4,14,14,8,3,14,8,8,8
39,39,36,35,35,33,26,23,23,22,23,20,4,4,2,2,2,2,2,2,3,3,16,4,4,14,8,8,14,8,8,2
42,39,36,35,35,33,26,23,23,22,22,20,4,4,4,2,2,2,2,2,3,3,16,4,4,14,8,8,14,8,8,4
39,39,36,36,35,33,26,23,23,23,22,20,2,4,2,2,2,2,2,2,2,3,16,4,4,14,8,14,14,4,8,4
