14,39,14,14,14,26,39,39
14,26,4,16,22,23,39,33
14,16,26,4,23,22,39,33
26,26,14,14,26,14,39,26
14,26,26,14,26,26,39,33
14,26,23,16,16,16,39,33
22,26,16,14,23,23,39,33
16,23,22,16,14,26,39,33
39,26,33,14,26,26,16,33
16,39,16,14,16,26,39,39
14,23,16,14,26,23,39,33
14,26,14,16,23,23,39,23
14,26,14,16,26,16,39,39
14,39,14,14,26,23,39,33
14,26,22,14,23,16,39,33
14,23,14,16,16,26,39,26
14,23,14,16,16,16,39,26
26,26,16,14,23,22,39,33
14,23,26,20,14,16,39,33
16,23,14,16,16,23,39,26
16,26,23,14,16,16,39,33
14,23,14,14,26,33,39,39
14,26,16,14,33,26,39,33
14,23,14,14,26,26,39,39
14,23,16,14,23,26,39,33
22,26,16,14,22,23,39,33
14,23,26,14,16,14,39,23
14,26,14,14,26,33,39,39
14,26,23,16,14,26,39,39
14,26,14,16,16,26,39,33
16,26,26,14,33,26,39,33
14,26,26,14,26,23,39,33
14,26,33,14,23,23,39,33
14,26,26,16,14,39,39,26
16,26,23,14,39,26,39,39
16,23,33,16,14,26,39,33
14,26,14,16,14,26,39,39
16,26,22,14,23,26,39,33
14,26,16,8,23,26,39,33
14,26,14,16,23,23,39,26
16,26,26,14,16,33,39,33
2,26,23,14,16,16,39,33
14,26,14,16,33,26,39,23
14,23,23,16,26,23,39,33
22,26,23,14,16,26,39,33
16,26,26,14,14,39,39,33
14,26,23,16,26,23,39,39
20,23,16,14,26,26,39,33
14,26,16,23,14,14,39,33
14,26,26,16,14,26,39,26
14,26,16,16,26,16,39,33
14,23,16,16,26,22,39,33
14,23,26,16,26,16,39,39
14,23,16,16,23,23,39,26
14,26,16,14,33,23,39,23
16,23,26,16,14,14,39,26
16,26,16,14,16,26,39,33
14,23,16,8,26,23,39,33
14,26,14,14,14,14,39,26
14,26,16,14,23,14,39,14
14,26,26,14,23,23,39,23
14,26,16,16,33,26,39,23
16,23,22,14,26,26,39,33
14,26,16,14,16,14,39,16
16,26,26,14,23,16,39,33
14,26,23,14,23,23,39,23
14,23,14,14,16,26,39,39
16,23,16,16,14,16,39,26
16,23,23,14,39,26,39,39
16,26,26,16,14,39,39,33
14,23,14,16,23,16,39,26
14,26,14,16,14,16,39,23
14,26,16,14,23,26,39,33
14,26,14,16,26,16,39,33
14,26,16,16,16,26,39,33
14,23,14,14,16,26,26,39
14,33,16,14,23,26,39,33
14,26,22,16,33,26,39,23
14,23,16,16,26,23,39,26
16,23,14,14,26,22,39,33
14,26,23,14,33,26,39,23
16,23,26,14,26,23,39,14
14,26,14,16,8,23,39,33
16,26,26,14,23,23,39,26
14,26,14,16,14,26,39,26
14,23,23,16,26,26,39,33
14,26,26,14,16,14,39,23
16,39,14,14,16,26,39,39
16,23,26,16,14,23,39,26
14,23,16,14,16,26,39,33
14,26,14,14,14,23,39,26
14,26,26,16,14,16,39,33
23,26,16,14,26,23,39,39
14,23,23,16,14,26,39,26
14,23,16,16,26,26,39,33
14,33,26,23,26,33,39,33
14,26,23,14,16,23,39,26
14,23,26,16,26,39,39,39
3,26,23,14,16,14,39,33
16,23,16,14,23,14,39,26
16,23,14,14,26,16,39,14
16,26,16,14,16,33,39,23
14,26,16,14,26,23,39,26
