11.0,4.781818181818182
11.0,4.781818181818182
40.0,4.6225000000000005
40.0,4.6225000000000005
15.0,4.760000000000001
16.0,4.75
16.0,4.75
17.0,4.741176470588236
17.0,4.741176470588236
18.0,4.733333333333334
35.0,4.654285714285714
36.0,4.647222222222222
18.0,4.733333333333334
19.0,4.726315789473685
12.0,4.775
36.0,4.647222222222222
37.0,4.64054054054054
38.0,4.63421052631579
37.0,4.64054054054054
20.0,4.720000000000001
19.0,4.726315789473685
39.0,4.628205128205128
38.0,4.63421052631579
31.0,4.674193548387096
30.0,4.679999999999999
13.0,4.76923076923077
12.0,4.775
20.0,4.720000000000001
21.0,4.714285714285715
39.0,4.628205128205128
31.0,4.674193548387096
32.0,4.66875
22.0,4.70909090909091
21.0,4.714285714285715
33.0,4.663636363636364
32.0,4.66875
13.0,4.76923076923077
14.0,4.764285714285714
34.0,4.658823529411764
33.0,4.663636363636364
22.0,4.70909090909091
23.0,4.704347826086957
34.0,4.658823529411764
35.0,4.654285714285714
23.0,4.704347826086957
24.0,4.7
15.0,4.760000000000001
14.0,4.764285714285714
25.0,4.696000000000001
24.0,4.7
26.0,4.6923076923076925
25.0,4.696000000000001
26.0,4.6923076923076925
27.0,4.688888888888889
27.0,4.688888888888889
28.0,4.685714285714285
28.0,4.685714285714285
29.0,4.682758620689655
30.0,4.679999999999999
29.0,4.682758620689655
28.0,4.685714285714285
28.0,4.685714285714285
33.0,4.663636363636364
33.0,4.663636363636364
29.0,4.682758620689655
30.0,4.679999999999999
33.0,4.663636363636364
31.0,4.674193548387096
31.0,4.674193548387096
36.0,4.647222222222222
28.0,4.685714285714285
34.0,4.658823529411764
36.0,4.647222222222222
34.0,4.658823529411764
31.0,4.674193548387096
30.0,4.679999999999999
34.0,4.658823529411764
29.0,4.682758620689655
27.0,4.688888888888889
32.0,4.66875
34.0,4.658823529411764
32.0,4.66875
30.0,4.679999999999999
35.0,4.654285714285714
31.0,4.674193548387096
28.0,4.685714285714285
36.0,4.647222222222222
32.0,4.66875
35.0,4.654285714285714
22.0,4.70909090909091
28.0,4.685714285714285
29.0,4.682758620689655
36.0,4.647222222222222
33.0,4.663636363636364
31.0,4.674193548387096
25.0,4.696000000000001
24.0,4.7
29.0,4.682758620689655
12.0,4.775
17.0,4.741176470588236
24.0,4.7
33.0,4.663636363636364
33.0,4.663636363636364
35.0,4.654285714285714
32.0,4.66875
29.0,4.682758620689655
32.0,4.66875
32.0,4.66875
26.0,4.6923076923076925
29.0,4.682758620689655
33.0,4.663636363636364
34.0,4.658823529411764
33.0,4.663636363636364
19.0,4.726315789473685
28.0,4.685714285714285
26.0,4.6923076923076925
26.0,4.6923076923076925
19.0,4.726315789473685
29.0,4.682758620689655
32.0,4.66875
29.0,4.682758620689655
29.0,4.682758620689655
22.0,4.70909090909091
13.0,4.76923076923077
34.0,4.658823529411764
33.0,4.663636363636364
27.0,4.688888888888889
36.0,4.647222222222222
37.0,4.64054054054054
31.0,4.674193548387096
28.0,4.685714285714285
30.0,4.679999999999999
16.0,4.75
31.0,4.674193548387096
29.0,4.682758620689655
33.0,4.663636363636364
26.0,4.6923076923076925
32.0,4.66875
25.0,4.696000000000001
31.0,4.674193548387096
36.0,4.647222222222222
34.0,4.658823529411764
32.0,4.66875
33.0,4.663636363636364
31.0,4.674193548387096
29.0,4.682758620689655
31.0,4.674193548387096
30.0,4.679999999999999
34.0,4.658823529411764
32.0,4.66875
28.0,4.685714285714285
34.0,4.658823529411764
29.0,4.682758620689655
34.0,4.658823529411764
30.0,4.679999999999999
36.0,4.647222222222222
33.0,4.663636363636364
35.0,4.654285714285714
30.0,4.679999999999999
33.0,4.663636363636364
34.0,4.658823529411764
34.0,4.658823529411764
27.0,4.688888888888889
31.0,4.674193548387096
31.0,4.674193548387096
35.0,4.654285714285714
28.0,4.685714285714285
29.0,4.682758620689655
30.0,4.679999999999999
26.0,4.6923076923076925
36.0,4.647222222222222
36.0,4.647222222222222
33.0,4.663636363636364
33.0,4.663636363636364
31.0,4.674193548387096
22.0,4.70909090909091
30.0,4.679999999999999
36.0,4.647222222222222
31.0,4.674193548387096
30.0,4.679999999999999
32.0,4.66875
36.0,4.647222222222222
34.0,4.658823529411764
34.0,4.658823529411764
31.0,4.674193548387096
33.0,4.663636363636364
29.0,4.682758620689655
31.0,4.674193548387096
34.0,4.658823529411764
32.0,4.66875
21.0,4.714285714285715
32.0,4.66875
32.0,4.66875
32.0,4.66875
29.0,4.682758620689655
30.0,4.679999999999999
33.0,4.663636363636364
33.0,4.663636363636364
24.0,4.7
24.0,4.7
